,시설명,전체주소
8770,산성실버대학,서울시서초구 반포동 20-15
8771,산성실버대학,서울시서초구 반포동 20-15
8772,산성실버대학,서울시서초구 반포동 20-15
8773,산성실버대학,서울시서초구 반포동 20-15
8774,산성실버대학,서울시서초구 반포동 20-15
8775,산성실버대학,서울시서초구 반포동 20-15
8776,충성금빛,서울시강남구 개포동 12-4
8777,강남동산시니어,서울시강남구 개포동 1262-9
8778,강남복지관,서울시강남구 개포동12-46
8779,목련,서울시강남구 개포동14-2
8780,요셉,서울시강남구 개포동14-3
8781,개포,서울시강남구 개포동157-1
8782,상록수,서울시강남구 논현동 88-2
8783,강남시니어,서울시강남구 논현동240-17
8784,극동,서울시강남구 대치동 511-1
8785,성요셉아카데미,서울시강남구 대치동 933
8786,묘동,서울시강남구 대치동1015-8
8787,한티솔로몬,서울시강남구 대치동1016-1
8788,은빛,서울시강남구 대치동961-9
8789,성모탄신,서울시강남구 도곡동951-4
8790,삼성동성당,서울시강남구 삼성동45-2
8791,소망회,서울시강남구 세곡동 313
8792,명화,서울시강남구 수서동707
8793,수서,서울시강남구 수서동723
8794,광림,서울시강남구 신사동571-2
8795,경환시니어아카데미,서울시강남구 역삼동722-9
8796,청운애녹,서울시강남구 역삼동779-10
8797,청담시니어아카데미,서울시강남구 청담동 63-19
8798,휴먼시아(아)3경로당,서울시관악구 신림동 1735 220동
8799,서원경로당,서울시관악구 신림동 409-26
8800,신본경로당,서울시관악구 신림동 1510-6
8801,신림현대(아)경로당,서울시관악구 신림동 1694
8802,서초자이(아),서울시서초구 서초1444-7
8803,서초트라팰리스,서울시서초구 서초1344-13
8804,무지개(아),서울시서초구 서초1335
8805,서초구립 서초3동,서울시서초구 서초1484-6
8806,서초2차e편한세상,서울시서초구 서초1529
8807,삼호(아),서울시서초구 서초1301-3
8808,삼풍(아),서울시서초구 서초1685
8809,유원(아),서울시서초구 서초1687
8810,래미안서초스위트,서울시서초구 서초1301-6
8811,신반포13차(아),서울시서초구 잠원52-2
8812,한강(아),서울시서초구 잠원49-8
8813,대림(아),서울시서초구 잠원57
8814,서초구립 반포본동,서울시서초구 반포1127.1동-206호
8815,반포(아),서울시서초구 반포1224
8816,반포자이(아),서울시서초구 반포 20-43
8817,신반포6차(아),서울시서초구 잠원74-2
8818,한신서래(아),서울시서초구 반포70-1
8819,궁전(아),서울시서초구 반포65-1
8820,미도1차(아),서울시서초구 반포60-4
8821,서초구립 기녕당,서울시서초구 방배778-16
8822,서초구립 방배2동제1,서울시서초구 방배965-22
8823,방배래미안(아),서울시서초구 방배2626
8824,서초구립 방배3동제1,서울시서초구 방배537-50
8825,서초구립 말죽거리,서울시서초구 양재7-32
8826,서초구립 암산마을,서울시서초구 우면55
8827,서초구립 송동마을,서울시서초구 우면476-6
8828,우면형촌,서울시서초구 우면210-4
8829,우성(아),서울시서초구 양재154-2
8830,한라(아),서울시서초구 우면67
8831,코오롱(아),서울시서초구 우면70
8832,원지,서울시서초구 원지402-2
8833,양원경로당,서울시중랑구 망우본동 291-3
8834,용마공원경로당,서울시중랑구 망우본동 69-1
8835,신내11단지경로당,서울시중랑구 신내2동 661
8836,정릉4동,서울시성북구 정릉동 266-496
8837,정릉4동 대우(아),서울시성북구 정릉동 산1-151 아파트단지내
8838,정릉풍림아이원(아),서울시성북구 정릉동 239 풍림아이원(아)119동관리동
8839,돈암1동 범양아),서울시성북구 돈암동 6-22
8840,한신휴경로당,서울시성북구 동소문동7가 23 아파트관리동 1층
8841,푸르지오 아파트 경로당,서울시성북구 하월곡동 푸르지오아파트228
8842,아남아파트 경로당,서울시성북구 하월곡동 아남아파트218
8843,래미안월곡아파트 경로당,서울시성북구 하월곡동 래미안아파트225
8844,월곡두산아파트 제2경로당,서울시성북구 하월곡동 두산위브아파트222-1
8845,석관 1동 경로당,서울시성북구 석관동 124-54
8846,돈암동더？(아),서울시성북구 돈암동 603 관리동 2층
8847,한신팔각정,서울시성북구 돈암2동 616-100한신@  109동 옆
8848,라온유경로당,서울시성북구 정릉동1034길음뉴타운10단지 관리동 1층
8849,극동A,서울시도봉구 방학3동 730
8850,경남아파트경로당,서울시성북구 정릉동1015 경남아파트관리동내
8851,쌍용스카이아파트경로당,서울시성북구 정릉동1014 쌍용스카이(아)관리동내
8852,정릉2차e편한세상경로당,서울시성북구 정릉동1035
8853,정릉쌍용아파트경로당,서울시성북구 정릉동1017 정릉쌍용(아)관리동내
8854,삼미아파트,서울시노원구 월계3동 13  (월계시영고층아파트)
8855,서광아파트,서울시노원구 월계3동 922
8856,그랑빌아파트,서울시노원구 월계3동 18
8857,월계풍림아이원아파트,서울시노원구 월계3동 944
8858,공릉1동삼익아파트,서울시노원구 공릉1동 690-2
8859,공릉1동현대아파트,서울시노원구 공릉1동 590-1
8860,공릉2단지,서울시노원구 공릉3동 707
8861,케어콜주야간보호센터,서울시강서구 화곡동 913-3
8862,훼미피아데이케어센터,서울시강서구 등촌동 690
8863,강서새희망재가노인복지센터,서울시강서구 등촌3 700 3층
8864,한마음데이케어센터,서울시강서구 화곡본동 24-571
8865,서울시니어스타워데이케어센터,서울시강서구 등촌동 637
8866,강서데이케어센터,서울시강서구 등촌동 661-4
8867,가양5데이케어센터,서울시강서구 가양2동 1481
8868,구립연지데이케어센터,서울시강서구 화곡동 1121-19
8869,호선데이케어센터,서울시강서구 내발산동 746
8870,구립봉제산데이케어센터,서울시강서구 화곡본동 산41-16
8871,관악데이케어센터,서울시관악구 봉천동 726-3
8872,푸른햇살데이케어센터,서울시관악구 신림동 664
8873,가톨릭서울형데이케어센터(신림성모),서울시관악구 신림동 1417-1
8874,남부주야간데이케어센터,서울시관악구 신림동 469-30
8875,가톨릭서울형데이케어센터(행운동),서울시관악구 행운동 1682-6
8876,관악미르사랑데이케어센터,서울시관악구 봉천동 952-20
8877,수호데이케어센터,서울시관악구 인헌동 180-239
8878,영화데이케어센터,서울시광진구 중곡동 612-6
8879,광진어르신데이케어센터,서울시광진구 구의동 30-25
8880,광진노인데이케어센터,서울시광진구 자양동 678
8881,광진데이케어센터,서울시광진구 군자동 364-15
8882,미소들실버데이케어센터,서울시구로구 개봉동 43-1
8883,궁동데이케어센터,서울시구로구 수궁동 157
8884,정토데이케어센터,서울시구로구 구로동 256-7
8885,가톨릭서울형데이케어센터(고척동),서울시구로구 고척동 156-2
8886,구로데이케어센터,서울시구로구 구로동 25-1
8887,희망데이케어센터,서울시구로구 고척동 195-15
8888,소망데이케어센터,서울시구로구 오류동 195-13
8889,화원데이케어센터,서울시구로구 구로2동 476-134
8890,현대홈타운,서울시강북구 오현로31길 89 (번동
8891,한진A,서울시강북구 월계로37길 61 (번동
8892,소귓골,서울시강북구 삼양로173길 31-20 (우이동)
8893,북한산월드메르디앙A,서울시도봉구 쌍문1동 728
8894,금호2차A,서울시도봉구 쌍문4동 산68
8895,한양6차A,서울시도봉구 쌍문4동 59-5
8896,성원A,서울시도봉구 방학1동 735
8897,윗  들,서울시도봉구 방학1동 717-1
8898,대상타운현대A .1차,서울시도봉구 방학1동 720-1
8899,방학삼성래미안2단지A,서울시도봉구 방학1동 715-12
8900,벽산1차A,서울시도봉구 방학3동 275
8901,삼성A제1,서울시도봉구 창1동 45
8902,대우그린A,서울시도봉구 창1동 814
8903,태영데시앙아파트,서울시도봉구 창2동 819
8904,초헌약수,서울시도봉구 창3동 451-14
8905,한신A,서울시도봉구 창3동 451
8906,한승미메이드A,서울시도봉구 창3동 824
8907,동아A,서울시도봉구 창4동 26
8908,쌍용A,서울시도봉구 창4동 181-17
8909,동아청솔A,서울시도봉구 창4동 808
8910,현대2차A,서울시도봉구 창4동 815
8911,창5동,서울시도봉구 창5동 254-17
8912,상아2차A,서울시도봉구 창5동 300
8913,주공2단지A,서울시도봉구 창5동 316
8914,신도브래뉴A,서울시도봉구 창5동 820
8915,럭키A,서울시도봉구 도봉1동 595
8916,서원A,서울시도봉구 도봉2동 18-2
8917,북한산현대홈타운아파트,서울시은평구 불광1동 633
8918,박석어버이,서울시은평구 불광2동 479-116
8919,응암제일,서울시은평구 응암1동 159-5
8920,은평뉴타운박석고개 13단지아파트 경로당,서울시은평구 진관동 123 은평뉴타운박석고개 13단지아파트 1층
8921,현대그린A경로당,서울시서대문구 홍제3동 455
8922,홍은1동분회경로당,서울시서대문구 홍은1동 48-20
8923,유원A경로당,서울시서대문구 홍은1동 22
8924,노원데이케어센터,서울시노원구 하계동 256번지
8925,평화행복한데이케어센터,서울시노원구 중계동514-3
8926,공릉데이케어센터,서울시노원구 공릉 1
8927,상계데이케어센터,서울시노원구 평화7길 2골목 23
8928,중계데이케어센터,서울시노원구 중계4동 358
8929,노원실버센터데이케어센터,서울시노원구 공릉1동 323-15
8930,노원1데이케어센터,서울시노원구 월계3동 321 사슴(아)1단지내노원1종합사회복지관
8931,시립중계노인복지관 병설 데이케어센터,서울시노원구 중계2동 501-1
8932,가톨릭서울형데이케어센터(상계동),서울시노원구 상계3
8933,은평데이케어센터,서울시은평구 진관동 156-6 (연서로 424-1)
8934,에버그린데이케어센터,서울시은평구 구산동 202-25
8935,기원노인데이케어센터,서울시은평구 갈현동 412-8
8936,행복창조 데이케어센터,서울시은평구 응암3동 125-10번지
8937,역촌데이케어센터,서울시은평구 역촌동 67-9
8938,갈현데이케어센터,서울시은평구 갈현1동 415-2
8939,인덕데이케어센터,서울시은평구 진관동 250번지
8940,불광데이케어센터,서울시은평구 불광동 339-13
8941,은평신사데이케어센터,서울시은평구 신사동 29-122
8942,가톨릭서울형데이케어센터(갈현동),서울시은평구 갈현동 428-3 2층
8943,가톨릭서울형데이케어센터(구파발),서울시은평구 진관동 221-27
8944,신명데이케어센터,서울시은평구 신사동 163-13
8945,서대문데이케어센터,서울시서대문구 천연동 117-3
8946,강 촌,서울시용산구 이촌동 403
8947,효창파크푸르지오아파트,서울시용산구 효창동 274(104동 1층)
8948,강변임광(아),서울시성동구 성수동2가 609-2
8949,금강에스쁘아,서울시성동구 성수동2가 836
8950,행당한진(아)제1,서울시성동구 행당동 328-1
8951,정 화,서울시성동구 마장동 513-9
8952,청계벽산(아)홍익동,서울시성동구 홍익동 1
8953,청계대주(아),서울시성동구 홍익동 53(청계대주파크빌)
8954,행당제1,서울시성동구 행당동 105-6
8955,성수쌍용(아),서울시성동구 성수동1가 706
8956,뚝섬실버문화센터,서울시성동구 성수동2가 744-1
8957,한강우성@,서울시광진구 자양동87-1
8958,신일경로당(구,서울시 nan nan
8959,전농1동경로당,서울시동대문구 전농동 558-166
8960,청계벽산@경로당,서울시동대문구 답십리동 999
8961,장안현대홈타운@경로당,서울시동대문구 장안동 336
8962,현대ⓐ경로당,서울시동대문구 이문동 54
8963,현대@제2경로당,서울시동대문구 이문동 54-1
8964,아남리치카운티APT경로당,서울시중랑구 면목본동 1505
8965,제일경로당,서울시중랑구 면목3
8966,면목두산제1차APT경로당,서울시중랑구 면목3
8967,제3차두산APT경로당,서울시중랑구 면목7동 1511
8968,다우훼미리APT경로당,서울시중랑구 신내1동 796
8969,신내경남아너스빌APT경로당,서울시중랑구 신내1동 804
8970,정릉풍림(아)제2,서울시성북구 정릉동 239-5(129동 1층)
8971,월곡1동 경로당,서울시성북구 하월곡동 96-178
8972,월곡두산위브아파트 경로당,서울시성북구 하월곡동 두산위브아파트222
8973,돈암힐스테이트(아),서울시성북구 돈암동 639 105동 1층
8974,동아아파트제2경로당,서울시성북구 상월곡동 101-1 동아임대(아)관리동1층
8975,장수,서울시성북구 정릉동 607-39
8976,한일유앤아이A,서울시강북구 월계로21가길 41 (미아동
8977,번일,서울시강북구 덕릉로41길 92 (번동)
8978,솔그린A,서울시강북구 한천로109길 83 (번동
8979,브라운스톤쌍문A,서울시도봉구 쌍문3동 729
8980,금호1차A,서울시도봉구 쌍문4동 199-1
8981,서초구립 염곡,서울시서초구 염곡180-2
8982,개포,서울시강남구 개포2동 169-3
8983,우성6차@,서울시강남구 개포4동 658-1
8984,논현@,서울시강남구 논현1동 22
8985,월계우남아파트,서울시노원구 월계3동 930
8986,공덕,서울시노원구 공릉1동 513-54
8987,공릉1동대아아파트,서울시노원구 공릉1동 492-1
8988,공릉1동 대동아파트,서울시노원구 공릉1동 604-11
8989,공릉3동,서울시노원구 공릉3동 370-15 임성연립 2-201
8990,신원아파트,서울시노원구 공릉3동 370-4
8991,공릉동신도1차아파트,서울시노원구 공릉3동 748
8992,신도2차브래뉴아파트,서울시노원구 공릉3동 749
8993,공릉,서울시노원구 공릉2동 415-36 (B01호)
8994,현대아파트,서울시노원구 공릉2동 230
8995,효성아파트,서울시노원구 공릉2동 742
8996,공릉한보아파트,서울시노원구 공릉2동 208-3
8997,공릉비선아파트,서울시노원구 공릉2동 109
8998,하계우방아파트,서울시노원구 하계1동 353
8999,한신코아빌라,서울시노원구 하계1동 285
9000,삼사,서울시노원구 하계2동 271-3 (극동건영벽산)
9001,현우,서울시노원구 하계2동 272 (현대우성)
9002,신안·동진아파트,서울시노원구 중계본동 364
9003,대림·벽산아파트,서울시노원구 중계본동 363
9004,금호타운아파트,서울시노원구 중계본동 583
9005,한화꿈에그린아파트,서울시노원구 중계본동 598
9006,3차청구아파트,서울시노원구 중계1동 360-2
9007,중계성원1차아파트,서울시노원구 중계1동 580
9008,건영3차아파트,서울시노원구 중계1동 360-15
9009,양지대림1차아파트,서울시노원구 중계1동 587
9010,명성경로당,서울시동대문구 용두동 118-57
9011,용두두산위브아파트경로당,서울시동대문구 용두동 791
9012,섬마을경로당,서울시동대문구 제기동 1211-20
9013,방아다리경로당(구,서울시 nan nan
9014,동아ⓐ경로당(101,서울시 nan nan
9015,우성ⓐ경로당,서울시동대문구 전농동 6
9016,삼성ⓐ경로당,서울시동대문구 전농동 155
9017,SK@제2경로당,서울시동대문구 전농동 10-1
9018,장답경로당,서울시동대문구 답십리 952-5
9019,답십리4동분회경로당,서울시동대문구 답십리 17-22
9020,샛별경로당(구.장안1동경로당),서울시동대문구 장안동 379
9021,삼성쉐르빌경로당,서울시동대문구 장안1동 371-1
9022,미나리경로당(구.장안3동경로당),서울시동대문구 장안동 449
9023,장수경로당,서울시동대문구 장안동 563 신부파스카아파트
9024,장평경로당(구,서울시 nan nan
9025,한신ⓐ경로당,서울시동대문구 청량리 59
9026,한신ⓐ제2경로당,서울시동대문구 청량리 60
9027,청운경로당(구.청량리2동분회경로당),서울시동대문구 청량리 449-10
9028,아름경로당(구.휘경1동경로당),서울시동대문구 휘경동 119-15 외 11
9029,신성ⓐ경로당,서울시동대문구 휘경동 106
9030,휘경 베스트빌현대ⓐ경로당,서울시동대문구 휘경동 52
9031,휘경센트레빌ⓐ경로당,서울시동대문구 휘경동 367
9032,이문e편한세상아파트경로당,서울시동대문구 이문동 225
9033,양지경로당,서울시중랑구 면목본동 230-22
9034,동부구립경로당,서울시중랑구 면목2동 139-10
9035,용마폭포공원경로당,서울시중랑구 면목4동 산1-4
9036,샘터경로당,서울시중랑구 면목4동 389-15
9037,면목5동제1구립경로당,서울시중랑구 면목5동 173-1
9038,현대APT경로당,서울시중랑구 면목7동 1502
9039,두산APT경로당,서울시중랑구 면목7동 1510
9040,금호어울림APT경로당,서울시중랑구 면목7동 1528
9041,금천데이케어센터,서울시금천구 시흥동 558-1
9042,한내데이케어센터,서울시금천구 시흥동 886-9
9043,가톨릭서울형데이케어센터(시흥동),서울시금천구 시흥동 804-37
9044,청담데이케어센터,서울시금천구 시흥동 241-7
9045,시립중계노인복지관병설중계데이케어센터,서울시노원구 중계동 501-1
9046,노원데이케어센터,서울시노원구 하계동 256
9047,공릉데이케어센터,서울시노원구 공릉동 708
9048,행복데이케어센터,서울시노원구 상계동 434-49
9049,은빛샘요양원,서울시노원구 상계동 389-356
9050,노원1데이케어센터,서울시노원구 월계동 321
9051,노원실버데이케어센터,서울시노원구 공릉동 323-15
9052,중계데이케어센터,서울시노원구 중계동 358
9053,상계데이케어센터,서울시노원구 상계동 101-135
9054,가톨릭서울형데이케어센터(상계동),서울시노원구 상계3
9055,평화행복한 데이케어센터,서울시노원구 중계동 514-3
9056,주사랑노인종합복지센터,서울시노원구 월계동 409-10
9057,도봉실버데이케어센터,서울시도봉구 방학동 441-1
9058,방아골데이케어센터,서울시도봉구 방학동 396-19
9059,도봉데이케어센터,서울시도봉구 쌍문동 19-12
9060,도봉서원데이케어센터,서울시도봉구 도봉동 636-9
9061,창동데이케어센터,서울시도봉구 창동 374
9062,서울도봉실버데이케어센터,서울시도봉구 방학동 522
9063,동대문노인종합복지관병설동대문데이케어센터,서울시동대문구 청량리동 11-1
9064,장안정데이케어센터,서울시동대문구 장안동 429-3
9065,동대문실버데이케어센터,서울시동대문구 제기동 220
9066,희망노인데이케어센터,서울시동대문구 답십리동 257-7
9067,은천주간보호센터,서울시동대문구 장안동 304-8
9068,은평뉴타운 구파발9단지 제2경로당,서울시은평구 진관동 25 은평뉴타운 구파발아파트 9단지 921동 1층
9069,은평뉴타운 우물골2단지 제2경로당,서울시은평구 진관동 83 은평뉴타운 우물골아파트
9070,미동A경로당,서울시서대문구 충정로3가 189
9071,독립문극동A경로당,서울시서대문구 현저동 201
9072,독립공원경로당,서울시서대문구 현저동 산5-5
9073,럭키A경로당,서울시서대문구 대현동 61
9074,창천경로당(구 창천동분회),서울시서대문구 창천동 57-18
9075,홍연경로당,서울시서대문구 연희동 715
9076,연희궁경로당,서울시서대문구 연희동 339-72
9077,대림A경로당,서울시서대문구 연희동 700
9078,연희대우A경로당,서울시서대문구 연희동 739
9079,홍제1동분회경로당,서울시서대문구 홍제1동 157-92
9080,인왕산현대A경로당,서울시서대문구 홍제2동 460
9081,홍제원현대A경로당,서울시서대문구 홍제2동 459
9082,인왕산벽산A경로당,서울시서대문구 홍제3동 465
9083,포방터경로당(구 홍은2동분회),서울시서대문구 홍은1동 11-102
9084,호박골경로당,서울시서대문구 홍은1동 산1
9085,홍은풍림아이원A경로당,서울시서대문구 홍은1동 460
9086,동일A경로당,서울시서대문구 홍은1동 457
9087,백련경로당(구 홍은3동분회),서울시서대문구 홍은2동 421-1
9088,논골문화원(구 답동경로당),서울시서대문구 홍은2동 197-5
9089,남가좌1동분회경로당,서울시서대문구 남가좌1동 104-11
9090,남가좌2동분회경로당,서울시서대문구 남가좌2동 346-19
9091,가좌상록경로당(현대임대A),서울시서대문구 남가좌2동 376-2
9092,남가좌삼성A경로당,서울시서대문구 남가좌2동 377
9093,가좌울경로당(삼성임대A),서울시서대문구 남가좌2동 377-1
9094,삼오경로당,서울시서대문구 남가좌2동 5-93
9095,남가좌쌍용A경로당,서울시서대문구 남가좌2동 380
9096,휴먼빌A경로당,서울시서대문구 북가좌2동 456
9097,공덕1동,서울시마포구 공덕동 29-4
9098,구세군홍제동 데이케어센터,서울시서대문구 홍제3동 7-31
9099,효림데이케어센터,서울시서대문구 충정로3가 1-38
9100,홍은데이케어센터,서울시서대문구 홍은 1동 11-102
9101,구립 서대문데이케어센터,서울시서대문구 홍은동 4
9102,구립창천데이케어센터,서울시서대문구 창천동 4-61
9103,마포데이케어센터,서울시마포구 신촌로 317 (창전동 140)
9104,망원데이케어센터,서울시마포구 망원동 384-1
9105,창전데이케어센터,서울시마포구 창전동 447
9106,시립서부데이케어센터,서울시마포구 성산동 368-2
9107,마포재가데이케어센터,서울시마포구 공덕동 26-12
9108,아현데이케어센터,서울시마포구 아현동 85-108
9109,보사데이케어센터,서울시마포구 서교동 464-43
9110,한서데이케어,서울시마포구 망원동 403-22
9111,양천데이케어센터,서울시양천구 신정 7동 325-3
9112,한빛데이케어센터,서울시양천구 신월4동 540-1
9113,신목행복자리데이케어센터,서울시양천구 신정2동 1279-1
9114,목동데이케어센터,서울시양천구 목2동 552-1 목동종합사회복지관
9115,목민데이케어센터,서울시양천구 신정3동 1191-5
9116,구립양천데이케어센터,서울시양천구 신월동 산 174-4
9117,강서데이케어센터,서울시강서구 등촌3동 661-4
9118,망우경로당,서울시중랑구 망우본동 184-27
9119,우리모두데이케어센터,서울시강서구 등촌3동704번지주공아파트9단지 內등촌9복지관
9120,서울시니어스타워데이케어센터,서울시강서구 등촌동 637
9121,가양5데이케어센터,서울시강서구 가양2동 1481 복지관내 3층
9122,둥근마음데이케어센터,서울시강서구 등촌3동 687 2층
9123,한마음데이케어센터,서울시강서구 화곡본동 24-571
9124,가톨릭서울형데이케어센터(화곡본동),서울시강서구 화곡본동 105-244
9125,훼미피아데이케어센터,서울시강서구 등촌동 690 등촌4종합사회복지관 2층
9126,연지데이케어센터,서울시강서구 화곡6동 1121-19
9127,강서구립봉제산데이케어센터,서울시강서구 화곡본동 산41-16
9128,호선데이케어센터,서울시강서구 내발산동 746
9129,구로데이케어센터,서울시구로구 구로5동 25-1
9130,희망데이케어센터,서울시구로구 고척동 195-13
9131,벽산블루밍2단지,서울시양천구 신월6동 1023
9132,늘푸른,서울시양천구 신월7동 922-1
9133,신월약수,서울시양천구 신월7동 936
9134,금 실,서울시양천구 신월7동 985
9135,쌍용아파트,서울시양천구 신정2동 335
9136,삼성제1아파트,서울시양천구 신정2동 1278
9137,삼성아파트,서울시양천구 신정2동 1278-1
9138,명지해드는터(아),서울시양천구 신정2동 1300
9139,신정경남아너스빌(아),서울시양천구 신정2동 1307
9140,꽃사슴,서울시양천구 신정3동1195
9141,다락골,서울시양천구 신정3동산115-68
9142,신정6차현대아파트,서울시양천구 신정3동743-2
9143,수정아파트,서울시양천구 신정3동733-31
9144,신트리아파트2단지,서울시양천구 신정3동1258
9145,푸른마을3단지,서울시양천구 신정3동1283
9146,신정동e편한세상,서울시양천구 신정3동1303
9147,신정대성유니드1차(아),서울시양천구 신정3동1198-23
9148,신천미성,서울시송파구 신천동20-4
9149,파크리오2,서울시송파구 신천동20 212동앞
9150,고덕5단지,서울시강동구 상일동 131
9151,고덕6단지,서울시강동구 상일동 124
9152,십자성,서울시강동구 천호동 76-2(동사무소)
9153,천호3동(여),서울시강동구 천호동 555(복지관)
9154,당말,서울시강동구 천호동 121-72
9155,용마동아APT경로당,서울시중랑구 면목7동 1499
9156,신내건영1차APT경로당,서울시중랑구 상봉1동 1
9157,신내건영2차APT경로당,서울시중랑구 상봉1동 63
9158,신내LG쌍용APT경로당,서울시중랑구 상봉1동 484
9159,동부APT경로당,서울시중랑구 상봉1동 495
9160,건영캐스빌APT경로당,서울시중랑구 상봉1동 499
9161,상봉2동구립경로당,서울시중랑구 상봉2동 122-31
9162,구립백학경로당,서울시중랑구 중화2동 323-14
9163,태릉시장경로당,서울시중랑구 중화2동 214-1
9164,신안1차APT경로당,서울시중랑구 묵1동 381
9165,세방APT경로당,서울시중랑구 묵1동 383
9166,신한3차APT경로당,서울시중랑구 묵1동 384
9167,금호어울림APT경로당,서울시중랑구 묵1동 386
9168,구립학수경로당,서울시중랑구 묵2동 247-101
9169,극동늘푸른APT경로당,서울시중랑구 묵2동 379
9170,우림경로당,서울시중랑구 망우본동 492-6
9171,경남APT경로당,서울시중랑구 망우본동 226
9172,한일써너스빌리젠시경로당,서울시중랑구 망우본동 479
9173,신내구립경로당,서울시중랑구 신내1동 494-26
9174,영풍마드레빌경로당,서울시중랑구 신내1동 801
9175,일신@,서울시광진구 광장동148-4
9176,현대9단지@,서울시광진구 광장동576
9177,자양삼성@,서울시광진구 자양동787
9178,강변우성@,서울시광진구 구의동546-7
9179,일성파크@,서울시광진구 군자동99
9180,자양2차현대@,서울시광진구 자양동761
9181,광장현대@,서울시광진구 광장동554-7
9182,광나루현대@,서울시광진구 광장동567
9183,방배롯데캐슬로제,서울시서초구 방배849-30
9184,동고(아),서울시서초구 우면59
9185,대룡,서울시강남구 개포1동 141 주공1단지 가 상가2층
9186,포이,서울시강남구 개포4동 1220
9187,논현,서울시강남구 논현동 150-5
9188,한마음,서울시강남구 논현동 80-11호 한마음복지센터 2층
9189,논현쌍용,서울시강남구 논현2동 103
9190,동부센트레빌,서울시강남구 대치1동 670
9191,청실@,서울시강남구 대치동 655 청실＠9동 1층
9192,대우유로카운티@,서울시강남구 청담동 50-5
9193,풍납제1,서울시송파구 풍납1동493-17
9194,풍납2미성,서울시송파구 풍납2동219
9195,대아,서울시송파구 풍납2동163
9196,현대1차,서울시송파구 거여1동362
9197,어울림,서울시송파구 거여1동593
9198,대림,서울시송파구 방이1동294
9199,아남,서울시송파구 오금동67-7
9200,오금우방,서울시송파구 오금동138
9201,현대백조,서울시송파구 오금동11 101동
9202,호수,서울시송파구 송파1동34 동호수공원
9203,송파제1,서울시송파구 송파1동113 송파그린공원
9204,석촌,서울시송파구 석촌동289-2 삼전도비공원옆
9205,삼전제1,서울시송파구 삼전동62-1 삼전근린공원
9206,건너말,서울시송파구 가락본동110 건너말공원
9207,가락대림,서울시송파구 가락본동70-20
9208,샛팽이,서울시송파구 가락2동170-6 샛팽이공원
9209,프라자,서울시송파구 가락2동199
9210,래미안파크,서울시송파구 가락2동165
9211,문정,서울시송파구 문정1동25-2
9212,문정골,서울시송파구 문정1동30-3
9213,문정현대,서울시송파구 문정1동3
9214,훼밀리제1,서울시송파구 문정2동150
9215,파인타운10단지,서울시송파구 장지동856
9216,파인타운11단지,서울시송파구 장지동854
9217,덕성,서울시마포구 신공덕동 139-120
9218,마포현대,서울시마포구 공덕동 188-108
9219,공덕삼성,서울시마포구 공덕동 371
9220,공덕삼성제2,서울시마포구 공덕동 371-1
9221,서초한빛삼성(아),서울시서초구 서초1509-1
9222,서초구립 장안마을,서울시서초구 서초1697-18
9223,월드메르디앙(아),서울시서초구 잠원33-11
9224,삼호가든4차(아),서울시서초구 반포30-20
9225,한양(아),서울시서초구 반포32-5
9226,서초구립 반포3동,서울시서초구 잠원72-1
9227,신반포4차(아),서울시서초구 잠원70
9228,신반포5차(아),서울시서초구 잠원64-8
9229,신반포7차(아),서울시서초구 잠원65-32
9230,중앙하이츠(아),서울시서초구 잠원71-17
9231,서초구립 방배3동제2,서울시서초구 방배478-13
9232,삼익(아),서울시서초구 방배1018-1
9233,신동아(아),서울시서초구 방배988-1
9234,임광3차(아),서울시서초구 방배1010-1
9235,래미안방배아트힐,서울시서초구 방배1008-2
9236,서초구립 동산마을,서울시서초구 양재376-3
9237,안골마을,서울시서초구 내곡192-3
9238,이화,서울시강남구 개포2동 175 (강남구 개포2동 177 현대3차@ 4-902(회장자택주소)
9239,주공8단지@,서울시강남구 일원동 611
9240,주공9단지@,서울시강남구 일원동 688
9241,미도@,서울시강남구 대치2동 452
9242,삼성래미안@,서울시강남구 도곡동 91-5 삼성래미안＠상가2층
9243,렉슬,서울시강남구 도곡2동 527 도곡렉슬@ 303동
9244,힐스테이트1단지@,서울시강남구 삼성2동 16-2
9245,가람@,서울시강남구 일원본동 735
9246,상록수@,서울시강남구 일원본동 734
9247,성산2차e-편한세상,서울시마포구 성산2동 604
9248,월드컵참누리,서울시마포구 중동 397
9249,상암월드컵파크1단지,서울시마포구 상암동 1634
9250,상암월드컵파크2단지,서울시마포구 상암동 1637
9251,상암월드컵파크3단지,서울시마포구 상암동 1643
9252,상암월드컵파크4단지,서울시마포구 상암동 1655
9253,상암월드컵파크6단지,서울시마포구 상암동 1689
9254,상암월드컵파크10단지,서울시마포구 상암동 1736
9255,목동금호제1차(아),서울시양천구 목1동 934
9256,목동우성,서울시양천구 목2동 200
9257,극동늘푸른아파트,서울시양천구 목2동 752-1
9258,월드메르디앙아파트,서울시양천구 목2동 750-5
9259,금호베스트빌아파트,서울시양천구 목2동 549
9260,목동효성(아),서울시양천구 목2동 539-4
9261,새 말,서울시양천구 목2동 230-32
9262,한 두,서울시양천구 목3동 611-1
9263,정 목,서울시양천구 목4동 767-1
9264,월 성,서울시양천구 신월1동 119
9265,신 곡,서울시양천구 신월2동 459
9266,우당아파트,서울시양천구 신월2동 506-1
